variant,task,n_embd,n_layer,n_head,seq_len,seed,accuracy
Q!=K=V,SWAP,256,4,2,64,2,1.0000
Q!=K=V,SWAP,256,4,2,128,1,1.0000
Q!=K=V,SWAP,256,4,4,16,0,1.0000
Q!=K=V,SWAP,256,4,4,16,2,1.0000
Q!=K=V,SWAP,256,4,4,64,1,1.0000
Q!=K=V,SWAP,256,4,4,128,0,0.9489
Q!=K=V,SWAP,256,4,4,128,2,0.8793
Q!=K=V,COPY,32,2,2,16,1,1.0000
Q!=K=V,COPY,32,2,2,64,0,0.9745
Q!=K=V,COPY,32,2,2,64,2,0.9812
Q!=K=V,COPY,32,2,2,128,1,0.9293
Q!=K=V,COPY,32,2,4,16,0,1.0000
Q!=K=V,COPY,32,2,4,16,2,1.0000
Q!=K=V,COPY,32,2,4,64,1,0.9905
Q!=K=V,COPY,32,2,4,128,0,0.9109
Q!=K=V,COPY,32,2,4,128,2,0.9169
Q!=K=V,COPY,32,4,2,16,1,1.0000
Q!=K=V,COPY,32,4,2,64,0,0.9965
Q!=K=V,COPY,32,4,2,64,2,0.9965
Q!=K=V,COPY,32,4,2,128,1,0.9912
Q!=K=V,COPY,32,4,4,16,0,1.0000
Q!=K=V,COPY,32,4,4,16,2,1.0000
Q!=K=V,COPY,32,4,4,64,1,1.0000
Q!=K=V,COPY,32,4,4,128,0,0.9868
Q!=K=V,COPY,32,4,4,128,2,0.9852
Q!=K=V,COPY,64,2,2,16,1,1.0000
Q!=K=V,COPY,64,2,2,64,0,1.0000
Q!=K=V,COPY,64,2,2,64,2,1.0000
Q!=K=V,COPY,64,2,2,128,1,1.0000
Q!=K=V,COPY,64,2,4,16,0,1.0000
Q!=K=V,COPY,64,2,4,16,2,1.0000
Q!=K=V,COPY,64,2,4,64,1,1.0000
Q!=K=V,COPY,64,2,4,128,0,1.0000
Q!=K=V,COPY,64,2,4,128,2,1.0000
Q!=K=V,COPY,64,4,2,16,1,1.0000
Q!=K=V,COPY,64,4,2,64,0,1.0000
Q!=K=V,COPY,64,4,2,64,2,1.0000
Q!=K=V,COPY,64,4,2,128,1,1.0000
Q!=K=V,COPY,64,4,4,16,0,1.0000
Q!=K=V,COPY,64,4,4,16,2,1.0000
Q!=K=V,COPY,64,4,4,64,1,1.0000
Q!=K=V,COPY,64,4,4,128,0,1.0000
Q!=K=V,COPY,64,4,4,128,2,1.0000
Q!=K=V,COPY,256,2,2,16,1,1.0000
Q!=K=V,COPY,256,2,2,64,0,1.0000
Q!=K=V,COPY,256,2,2,64,2,1.0000
Q!=K=V,COPY,256,2,2,128,1,1.0000
Q!=K=V,COPY,256,2,4,16,0,1.0000
Q!=K=V,COPY,256,2,4,16,2,1.0000
Q!=K=V,COPY,256,2,4,64,1,1.0000
Q!=K=V,COPY,256,2,4,128,0,1.0000
Q!=K=V,COPY,256,2,4,128,2,1.0000
Q!=K=V,COPY,256,4,2,16,1,1.0000
Q!=K=V,COPY,256,4,2,64,0,1.0000
Q!=K=V,COPY,256,4,2,64,2,1.0000
Q!=K=V,COPY,256,4,2,128,1,1.0000
Q!=K=V,COPY,256,4,4,16,0,1.0000
Q!=K=V,COPY,256,4,4,16,2,1.0000
Q!=K=V,COPY,256,4,4,64,1,1.0000
Q!=K=V,COPY,256,4,4,128,0,1.0000
Q!=K=V,COPY,256,4,4,128,2,1.0000
Q=K=V,REVERSE,32,2,2,16,1,0.1273
Q=K=V,REVERSE,32,2,2,64,0,0.0998
Q=K=V,REVERSE,32,2,2,64,2,0.1022
Q=K=V,REVERSE,32,2,2,128,1,0.0996
Q=K=V,REVERSE,32,2,4,16,0,0.1452
Q=K=V,REVERSE,32,2,4,16,2,0.1437
Q=K=V,REVERSE,32,2,4,64,1,0.1007
Q=K=V,REVERSE,32,2,4,128,0,0.0991
Q=K=V,REVERSE,32,2,4,128,2,0.0997
Q=K=V,REVERSE,32,4,2,16,1,0.1964
Q=K=V,REVERSE,32,4,2,64,0,0.0991
Q=K=V,REVERSE,32,4,2,64,2,0.1024
Q=K=V,REVERSE,32,4,2,128,1,0.0993
Q=K=V,REVERSE,32,4,4,16,0,0.1348
Q=K=V,REVERSE,32,4,4,16,2,0.2136
Q=K=V,REVERSE,32,4,4,64,1,0.1006
Q=K=V,REVERSE,32,4,4,128,0,0.0996
Q=K=V,REVERSE,32,4,4,128,2,0.1005
Q=K=V,REVERSE,64,2,2,16,1,0.4698
Q=K=V,REVERSE,64,2,2,64,0,0.1100
Q=K=V,REVERSE,64,2,2,64,2,0.1052
Q=K=V,REVERSE,64,2,2,128,1,0.1008
Q=K=V,REVERSE,64,2,4,16,0,0.6632
Q=K=V,REVERSE,64,2,4,16,2,0.6423
Q=K=V,REVERSE,64,2,4,64,1,0.1048
Q=K=V,REVERSE,64,2,4,128,0,0.1011
Q=K=V,REVERSE,64,2,4,128,2,0.1009
Q=K=V,REVERSE,64,4,2,16,1,0.8752
Q=K=V,REVERSE,64,4,2,64,0,0.1062
Q=K=V,REVERSE,64,4,2,64,2,0.1045
Q=K=V,REVERSE,64,4,2,128,1,0.1005
Q=K=V,REVERSE,64,4,4,16,0,0.6088
Q=K=V,REVERSE,64,4,4,16,2,0.7433
Q=K=V,REVERSE,64,4,4,64,1,0.1052
Q=K=V,REVERSE,64,4,4,128,0,0.1017
Q=K=V,REVERSE,64,4,4,128,2,0.0996
Q=K=V,REVERSE,256,2,2,16,1,1.0000
Q=K=V,REVERSE,256,2,2,64,0,0.4103
Q=K=V,REVERSE,256,2,2,64,2,0.9997
Q=K=V,REVERSE,256,2,2,128,1,0.1056
Q=K=V,REVERSE,256,2,4,16,0,1.0000
Q=K=V,REVERSE,256,2,4,16,2,1.0000
Q=K=V,REVERSE,256,2,4,64,1,1.0000
Q=K=V,REVERSE,256,2,4,128,0,0.1712
Q=K=V,REVERSE,256,2,4,128,2,0.1810
Q=K=V,REVERSE,256,4,2,16,1,0.2360
Q=K=V,REVERSE,256,4,2,64,0,0.1061
Q=K=V,REVERSE,256,4,2,64,2,0.1072
Q=K=V,REVERSE,256,4,2,128,1,0.1030
Q=K=V,REVERSE,256,4,4,16,0,1.0000
Q=K=V,REVERSE,256,4,4,16,2,1.0000
Q=K=V,REVERSE,256,4,4,64,1,0.2010
Q=K=V,REVERSE,256,4,4,128,0,0.1067
Q=K=V,REVERSE,256,4,4,128,2,0.1076
Q=K=V,SORT,32,2,2,16,1,0.4396
Q=K=V,SORT,32,2,2,64,0,0.6379
Q=K=V,SORT,32,2,2,64,2,0.6410
Q=K=V,SORT,32,2,2,128,1,0.7319
Q=K=V,SORT,32,2,4,16,0,0.4433
Q=K=V,SORT,32,2,4,16,2,0.4534
Q=K=V,SORT,32,2,4,64,1,0.6417
Q=K=V,SORT,32,2,4,128,0,0.7319
Q=K=V,SORT,32,2,4,128,2,0.7312
Q=K=V,SORT,32,4,2,16,1,0.4848
Q=K=V,SORT,32,4,2,64,0,0.6388
Q=K=V,SORT,32,4,2,64,2,0.6442
Q=K=V,SORT,32,4,2,128,1,0.7376
Q=K=V,SORT,32,4,4,16,0,0.4780
Q=K=V,SORT,32,4,4,16,2,0.5087
Q=K=V,SORT,32,4,4,64,1,0.6533
Q=K=V,SORT,32,4,4,128,0,0.7344
Q=K=V,SORT,32,4,4,128,2,0.7354
Q=K=V,SORT,64,2,2,16,1,0.4841
Q=K=V,SORT,64,2,2,64,0,0.6507
Q=K=V,SORT,64,2,2,64,2,0.6469
Q=K=V,SORT,64,2,2,128,1,0.7407
Q=K=V,SORT,64,2,4,16,0,0.5371
Q=K=V,SORT,64,2,4,16,2,0.4722
Q=K=V,SORT,64,2,4,64,1,0.6541
Q=K=V,SORT,64,2,4,128,0,0.7400
Q=K=V,SORT,64,2,4,128,2,0.7385
Q=K=V,SORT,64,4,2,16,1,0.5970
Q=K=V,SORT,64,4,2,64,0,0.7010
Q=K=V,SORT,64,4,2,64,2,0.6797
Q=K=V,SORT,64,4,2,128,1,0.7453
Q=K=V,SORT,64,4,4,16,0,0.6668
Q=K=V,SORT,64,4,4,16,2,0.6418
Q=K=V,SORT,64,4,4,64,1,0.7139
Q=K=V,SORT,64,4,4,128,0,0.7562
Q=K=V,SORT,64,4,4,128,2,0.7645
Q=K=V,SORT,256,2,2,16,1,0.6157
Q=K=V,SORT,256,2,2,64,0,0.6612
Q=K=V,SORT,256,2,2,64,2,0.6504
Q=K=V,SORT,256,2,2,128,1,0.7493
Q=K=V,SORT,256,2,4,16,0,0.6806
Q=K=V,SORT,256,2,4,16,2,0.6898
Q=K=V,SORT,256,2,4,64,1,0.7926
Q=K=V,SORT,256,2,4,128,0,0.8263
Q=K=V,SORT,256,2,4,128,2,0.7907
Q=K=V,SORT,256,4,2,16,1,0.6473
Q=K=V,SORT,256,4,2,64,0,0.7588
Q=K=V,SORT,256,4,2,64,2,0.7515
Q=K=V,SORT,256,4,2,128,1,0.8169
Q=K=V,SORT,256,4,4,16,0,0.7102
Q=K=V,SORT,256,4,4,16,2,0.6975
Q=K=V,SORT,256,4,4,64,1,0.8240
Q=K=V,SORT,256,4,4,128,0,0.8580
Q=K=V,SORT,256,4,4,128,2,0.8627
Q=K=V,SUB,32,2,2,16,1,1.0000
Q=K=V,SUB,32,2,2,64,0,0.9744
Q=K=V,SUB,32,2,2,64,2,0.9804
Q=K=V,SUB,32,2,2,128,1,0.8917
Q=K=V,SUB,32,2,4,16,0,1.0000
Q=K=V,SUB,32,2,4,16,2,1.0000
Q=K=V,SUB,32,2,4,64,1,0.9712
Q=K=V,SUB,32,2,4,128,0,0.9005
Q=K=V,SUB,32,2,4,128,2,0.9028
Q=K=V,SUB,32,4,2,16,1,1.0000
Q=K=V,SUB,32,4,2,64,0,0.9891
Q=K=V,SUB,32,4,2,64,2,0.9903
Q=K=V,SUB,32,4,2,128,1,0.9820
Q=K=V,SUB,32,4,4,16,0,1.0000
Q=K=V,SUB,32,4,4,16,2,1.0000
Q=K=V,SUB,32,4,4,64,1,0.9968
Q=K=V,SUB,32,4,4,128,0,0.9589
Q=K=V,SUB,32,4,4,128,2,0.9789
Q=K=V,SUB,64,2,2,16,1,1.0000
Q=K=V,SUB,64,2,2,64,0,1.0000
Q=K=V,SUB,64,2,2,64,2,1.0000
Q=K=V,SUB,64,2,2,128,1,1.0000
Q=K=V,SUB,64,2,4,16,0,1.0000
Q=K=V,SUB,64,2,4,16,2,1.0000
Q=K=V,SUB,64,2,4,64,1,1.0000
Q=K=V,SUB,64,2,4,128,0,1.0000
Q=K=V,SUB,64,2,4,128,2,1.0000
Q=K=V,SUB,64,4,2,16,1,1.0000
Q=K=V,SUB,64,4,2,64,0,1.0000
Q=K=V,SUB,64,4,2,64,2,1.0000
Q=K=V,SUB,64,4,2,128,1,1.0000
Q=K=V,SUB,64,4,4,16,0,1.0000
Q=K=V,SUB,64,4,4,16,2,1.0000
Q=K=V,SUB,64,4,4,64,1,1.0000
Q=K=V,SUB,64,4,4,128,0,1.0000
Q=K=V,SUB,64,4,4,128,2,1.0000
Q=K=V,SUB,256,2,2,16,1,1.0000
Q=K=V,SUB,256,2,2,64,0,1.0000
Q=K=V,SUB,256,2,2,64,2,1.0000
Q=K=V,SUB,256,2,2,128,1,1.0000
Q=K=V,SUB,256,2,4,16,0,1.0000
Q=K=V,SUB,256,2,4,16,2,1.0000
Q=K=V,SUB,256,2,4,64,1,1.0000
Q=K=V,SUB,256,2,4,128,0,1.0000
Q=K=V,SUB,256,2,4,128,2,1.0000
Q=K=V,SUB,256,4,2,16,1,1.0000
Q=K=V,SUB,256,4,2,64,0,1.0000
Q=K=V,SUB,256,4,2,64,2,1.0000
Q=K=V,SUB,256,4,2,128,1,1.0000
Q=K=V,SUB,256,4,4,16,0,1.0000
Q=K=V,SUB,256,4,4,16,2,1.0000
Q=K=V,SUB,256,4,4,64,1,1.0000
Q=K=V,SUB,256,4,4,128,0,1.0000
Q=K=V,SUB,256,4,4,128,2,1.0000
Q=K=V,SWAP,32,2,2,16,1,0.1221
Q=K=V,SWAP,32,2,2,64,0,0.1008
Q=K=V,SWAP,32,2,2,64,2,0.1012
Q=K=V,SWAP,32,2,2,128,1,0.1006
Q=K=V,SWAP,32,2,4,16,0,0.1353
Q=K=V,SWAP,32,2,4,16,2,0.1248
Q=K=V,SWAP,32,2,4,64,1,0.1013
Q=K=V,SWAP,32,2,4,128,0,0.0996
Q=K=V,SWAP,32,2,4,128,2,0.1000
Q=K=V,SWAP,32,4,2,16,1,0.1769
Q=K=V,SWAP,32,4,2,64,0,0.1010
Q=K=V,SWAP,32,4,2,64,2,0.1024
Q=K=V,SWAP,32,4,2,128,1,0.1013
Q=K=V,SWAP,32,4,4,16,0,0.1417
Q=K=V,SWAP,32,4,4,16,2,0.1633
Q=K=V,SWAP,32,4,4,64,1,0.1009
Q=K=V,SWAP,32,4,4,128,0,0.0997
Q=K=V,SWAP,32,4,4,128,2,0.1007
Q=K=V,SWAP,64,2,2,16,1,0.5801
Q=K=V,SWAP,64,2,2,64,0,0.1132
Q=K=V,SWAP,64,2,2,64,2,0.1091
Q=K=V,SWAP,64,2,2,128,1,0.1014
Q=K=V,SWAP,64,2,4,16,0,0.9153
Q=K=V,SWAP,64,2,4,16,2,0.5894
Q=K=V,SWAP,64,2,4,64,1,0.1049
Q=K=V,SWAP,64,2,4,128,0,0.1009
Q=K=V,SWAP,64,2,4,128,2,0.1002
Q=K=V,SWAP,64,4,2,16,1,0.9239
Q=K=V,SWAP,64,4,2,64,0,0.1061
Q=K=V,SWAP,64,4,2,64,2,0.1069
Q=K=V,SWAP,64,4,2,128,1,0.1010
Q=K=V,SWAP,64,4,4,16,0,0.8777
Q=K=V,SWAP,64,4,4,16,2,0.9613
Q=K=V,SWAP,64,4,4,64,1,0.1052
Q=K=V,SWAP,64,4,4,128,0,0.1011
Q=K=V,SWAP,64,4,4,128,2,0.1011
Q=K=V,SWAP,256,2,2,16,1,1.0000
Q=K=V,SWAP,256,2,2,64,0,0.3095
Q=K=V,SWAP,256,2,2,64,2,1.0000
Q=K=V,SWAP,256,2,2,128,1,0.1049
Q=K=V,SWAP,256,2,4,16,0,1.0000
Q=K=V,SWAP,256,2,4,16,2,1.0000
Q=K=V,SWAP,256,2,4,64,1,0.9997
Q=K=V,SWAP,256,2,4,128,0,0.1496
Q=K=V,SWAP,256,2,4,128,2,0.1978
Q=K=V,SWAP,256,4,2,16,1,0.2946
Q=K=V,SWAP,256,4,2,64,0,0.1071
Q=K=V,SWAP,256,4,2,64,2,0.1065
Q=K=V,SWAP,256,4,2,128,1,0.1027
Q=K=V,SWAP,256,4,4,16,0,1.0000
Q=K=V,SWAP,256,4,4,16,2,1.0000
Q=K=V,SWAP,256,4,4,64,1,0.2235
Q=K=V,SWAP,256,4,4,128,0,0.1062
Q=K=V,SWAP,256,4,4,128,2,0.1072
Q=K=V,COPY,32,2,2,16,1,1.0000
Q=K=V,COPY,32,2,2,64,0,0.9797
Q=K=V,COPY,32,2,2,64,2,0.9666
Q=K=V,COPY,32,2,2,128,1,0.8985
Q=K=V,COPY,32,2,4,16,0,1.0000
Q=K=V,COPY,32,2,4,16,2,1.0000
Q=K=V,COPY,32,2,4,64,1,0.9870
Q=K=V,COPY,32,2,4,128,0,0.8985
Q=K=V,COPY,32,2,4,128,2,0.9116
Q=K=V,COPY,32,4,2,16,1,1.0000
Q=K=V,COPY,32,4,2,64,0,0.9869
Q=K=V,COPY,32,4,2,64,2,0.9984
Q=K=V,COPY,32,4,2,128,1,0.9892
Q=K=V,COPY,32,4,4,16,0,1.0000
Q=K=V,COPY,32,4,4,16,2,1.0000
Q=K=V,COPY,32,4,4,64,1,1.0000
Q=K=V,COPY,32,4,4,128,0,0.9729
Q=K=V,COPY,32,4,4,128,2,0.9796
Q=K=V,COPY,64,2,2,16,1,1.0000
Q=K=V,COPY,64,2,2,64,0,1.0000
Q=K=V,COPY,64,2,2,64,2,1.0000
Q=K=V,COPY,64,2,2,128,1,1.0000
Q=K=V,COPY,64,2,4,16,0,1.0000
Q=K=V,COPY,64,2,4,16,2,1.0000
Q=K=V,COPY,64,2,4,64,1,1.0000
Q=K=V,COPY,64,2,4,128,0,1.0000
Q=K=V,COPY,64,2,4,128,2,1.0000
Q=K=V,COPY,64,4,2,16,1,1.0000
Q=K=V,COPY,64,4,2,64,0,1.0000
Q=K=V,COPY,64,4,2,64,2,1.0000
Q=K=V,COPY,64,4,2,128,1,1.0000
Q=K=V,COPY,64,4,4,16,0,1.0000
Q=K=V,COPY,64,4,4,16,2,1.0000
Q=K=V,COPY,64,4,4,64,1,1.0000
Q=K=V,COPY,64,4,4,128,0,1.0000
Q=K=V,COPY,64,4,4,128,2,1.0000
Q=K=V,COPY,256,2,2,16,1,1.0000
Q=K=V,COPY,256,2,2,64,0,1.0000
Q=K=V,COPY,256,2,2,64,2,1.0000
Q=K=V,COPY,256,2,2,128,1,1.0000
Q=K=V,COPY,256,2,4,16,0,1.0000
Q=K=V,COPY,256,2,4,16,2,1.0000
Q=K=V,COPY,256,2,4,64,1,1.0000
Q=K=V,COPY,256,2,4,128,0,1.0000
Q=K=V,COPY,256,2,4,128,2,1.0000
Q=K=V,COPY,256,4,2,16,1,1.0000
Q=K=V,COPY,256,4,2,64,0,1.0000
Q=K=V,COPY,256,4,2,64,2,1.0000
Q=K=V,COPY,256,4,2,128,1,1.0000
Q=K=V,COPY,256,4,4,16,0,1.0000
Q=K=V,COPY,256,4,4,16,2,1.0000
Q=K=V,COPY,256,4,4,64,1,1.0000
Q=K=V,COPY,256,4,4,128,0,1.0000
Q=K=V,COPY,256,4,4,128,2,1.0000
(Q=K=V)+,REVERSE,32,2,2,16,1,0.1467
(Q=K=V)+,REVERSE,32,2,2,64,0,0.1026
(Q=K=V)+,REVERSE,32,2,2,64,2,0.1027
(Q=K=V)+,REVERSE,32,2,2,128,1,0.0995
(Q=K=V)+,REVERSE,32,2,4,16,0,0.1581
(Q=K=V)+,REVERSE,32,2,4,16,2,0.1509
(Q=K=V)+,REVERSE,32,2,4,64,1,0.1013
(Q=K=V)+,REVERSE,32,2,4,128,0,0.0993
(Q=K=V)+,REVERSE,32,2,4,128,2,0.0995
(Q=K=V)+,REVERSE,32,4,2,16,1,0.1759
(Q=K=V)+,REVERSE,32,4,2,64,0,0.1009
(Q=K=V)+,REVERSE,32,4,2,64,2,0.1022
(Q=K=V)+,REVERSE,32,4,2,128,1,0.1012
(Q=K=V)+,REVERSE,32,4,4,16,0,0.1688
(Q=K=V)+,REVERSE,32,4,4,16,2,0.1515
(Q=K=V)+,REVERSE,32,4,4,64,1,0.1003
(Q=K=V)+,REVERSE,32,4,4,128,0,0.1017
(Q=K=V)+,REVERSE,32,4,4,128,2,0.0994
(Q=K=V)+,REVERSE,64,2,2,16,1,0.7631
(Q=K=V)+,REVERSE,64,2,2,64,0,0.1123
(Q=K=V)+,REVERSE,64,2,2,64,2,0.1134
(Q=K=V)+,REVERSE,64,2,2,128,1,0.1015
(Q=K=V)+,REVERSE,64,2,4,16,0,0.7752
(Q=K=V)+,REVERSE,64,2,4,16,2,0.9425
(Q=K=V)+,REVERSE,64,2,4,64,1,0.1075
(Q=K=V)+,REVERSE,64,2,4,128,0,0.1018
(Q=K=V)+,REVERSE,64,2,4,128,2,0.1009
(Q=K=V)+,REVERSE,64,4,2,16,1,0.4575
(Q=K=V)+,REVERSE,64,4,2,64,0,0.1151
(Q=K=V)+,REVERSE,64,4,2,64,2,0.1071
(Q=K=V)+,REVERSE,64,4,2,128,1,0.1010
(Q=K=V)+,REVERSE,64,4,4,16,0,0.4196
(Q=K=V)+,REVERSE,64,4,4,16,2,0.7835
(Q=K=V)+,REVERSE,64,4,4,64,1,0.1060
(Q=K=V)+,REVERSE,64,4,4,128,0,0.1006
(Q=K=V)+,REVERSE,64,4,4,128,2,0.1008
(Q=K=V)+,REVERSE,256,2,2,16,1,1.0000
(Q=K=V)+,REVERSE,256,2,2,64,0,1.0000
(Q=K=V)+,REVERSE,256,2,2,64,2,1.0000
(Q=K=V)+,REVERSE,256,2,2,128,1,0.9831
(Q=K=V)+,REVERSE,256,2,4,16,0,1.0000
(Q=K=V)+,REVERSE,256,2,4,16,2,1.0000
(Q=K=V)+,REVERSE,256,2,4,64,1,1.0000
(Q=K=V)+,REVERSE,256,2,4,128,0,0.1309
(Q=K=V)+,REVERSE,256,2,4,128,2,0.1310
(Q=K=V)+,REVERSE,256,4,2,16,1,1.0000
(Q=K=V)+,REVERSE,256,4,2,64,0,0.9986
(Q=K=V)+,REVERSE,256,4,2,64,2,1.0000
(Q=K=V)+,REVERSE,256,4,2,128,1,0.1103
(Q=K=V)+,REVERSE,256,4,4,16,0,1.0000
(Q=K=V)+,REVERSE,256,4,4,16,2,1.0000
(Q=K=V)+,REVERSE,256,4,4,64,1,0.2795
(Q=K=V)+,REVERSE,256,4,4,128,0,0.1169
(Q=K=V)+,REVERSE,256,4,4,128,2,0.1231
(Q=K=V)+,SORT,32,2,2,16,1,0.4656
(Q=K=V)+,SORT,32,2,2,64,0,0.6390
(Q=K=V)+,SORT,32,2,2,64,2,0.6398
(Q=K=V)+,SORT,32,2,2,128,1,0.7344
(Q=K=V)+,SORT,32,2,4,16,0,0.4527
(Q=K=V)+,SORT,32,2,4,16,2,0.5140
(Q=K=V)+,SORT,32,2,4,64,1,0.6431
(Q=K=V)+,SORT,32,2,4,128,0,0.7324
(Q=K=V)+,SORT,32,2,4,128,2,0.7327
(Q=K=V)+,SORT,32,4,2,16,1,0.6239
(Q=K=V)+,SORT,32,4,2,64,0,0.6441
(Q=K=V)+,SORT,32,4,2,64,2,0.6595
(Q=K=V)+,SORT,32,4,2,128,1,0.7370
(Q=K=V)+,SORT,32,4,4,16,0,0.5320
(Q=K=V)+,SORT,32,4,4,16,2,0.6258
(Q=K=V)+,SORT,32,4,4,64,1,0.6599
(Q=K=V)+,SORT,32,4,4,128,0,0.7353
(Q=K=V)+,SORT,32,4,4,128,2,0.7378
(Q=K=V)+,SORT,64,2,2,16,1,0.6516
(Q=K=V)+,SORT,64,2,2,64,0,0.7393
(Q=K=V)+,SORT,64,2,2,64,2,0.6904
(Q=K=V)+,SORT,64,2,2,128,1,0.7432
(Q=K=V)+,SORT,64,2,4,16,0,0.7117
(Q=K=V)+,SORT,64,2,4,16,2,0.7128
(Q=K=V)+,SORT,64,2,4,64,1,0.6618
(Q=K=V)+,SORT,64,2,4,128,0,0.7514
(Q=K=V)+,SORT,64,2,4,128,2,0.7417
(Q=K=V)+,SORT,64,4,2,16,1,0.7620
(Q=K=V)+,SORT,64,4,2,64,0,0.7925
(Q=K=V)+,SORT,64,4,2,64,2,0.7381
(Q=K=V)+,SORT,64,4,2,128,1,0.7875
(Q=K=V)+,SORT,64,4,4,16,0,0.7683
(Q=K=V)+,SORT,64,4,4,16,2,0.8100
(Q=K=V)+,SORT,64,4,4,64,1,0.7346
(Q=K=V)+,SORT,64,4,4,128,0,0.7993
(Q=K=V)+,SORT,64,4,4,128,2,0.7934
(Q=K=V)+,SORT,256,2,2,16,1,0.9916
(Q=K=V)+,SORT,256,2,2,64,0,0.8794
(Q=K=V)+,SORT,256,2,2,64,2,0.8766
(Q=K=V)+,SORT,256,2,2,128,1,0.9002
(Q=K=V)+,SORT,256,2,4,16,0,0.9921
(Q=K=V)+,SORT,256,2,4,16,2,0.9940
(Q=K=V)+,SORT,256,2,4,64,1,0.8646
(Q=K=V)+,SORT,256,2,4,128,0,0.9071
(Q=K=V)+,SORT,256,2,4,128,2,0.8919
(Q=K=V)+,SORT,256,4,2,16,1,0.9963
(Q=K=V)+,SORT,256,4,2,64,0,0.8814
(Q=K=V)+,SORT,256,4,2,64,2,0.8912
(Q=K=V)+,SORT,256,4,2,128,1,0.9078
(Q=K=V)+,SORT,256,4,4,16,0,0.9951
(Q=K=V)+,SORT,256,4,4,16,2,0.9964
(Q=K=V)+,SORT,256,4,4,64,1,0.8900
(Q=K=V)+,SORT,256,4,4,128,0,0.9117
(Q=K=V)+,SORT,256,4,4,128,2,0.9011
(Q=K=V)+,SUB,32,2,2,16,1,1.0000
(Q=K=V)+,SUB,32,2,2,64,0,0.9619
(Q=K=V)+,SUB,32,2,2,64,2,0.9726
(Q=K=V)+,SUB,32,2,2,128,1,0.8906
(Q=K=V)+,SUB,32,2,4,16,0,1.0000
(Q=K=V)+,SUB,32,2,4,16,2,1.0000
(Q=K=V)+,SUB,32,2,4,64,1,0.9696
(Q=K=V)+,SUB,32,2,4,128,0,0.8706
(Q=K=V)+,SUB,32,2,4,128,2,0.8785
(Q=K=V)+,SUB,32,4,2,16,1,1.0000
(Q=K=V)+,SUB,32,4,2,64,0,0.9969
(Q=K=V)+,SUB,32,4,2,64,2,0.9955
(Q=K=V)+,SUB,32,4,2,128,1,0.9823
(Q=K=V)+,SUB,32,4,4,16,0,1.0000
(Q=K=V)+,SUB,32,4,4,16,2,1.0000
(Q=K=V)+,SUB,32,4,4,64,1,0.9968
(Q=K=V)+,SUB,32,4,4,128,0,0.9881
(Q=K=V)+,SUB,32,4,4,128,2,0.9732
(Q=K=V)+,SUB,64,2,2,16,1,1.0000
(Q=K=V)+,SUB,64,2,2,64,0,1.0000
(Q=K=V)+,SUB,64,2,2,64,2,1.0000
(Q=K=V)+,SUB,64,2,2,128,1,1.0000
(Q=K=V)+,SUB,64,2,4,16,0,1.0000
(Q=K=V)+,SUB,64,2,4,16,2,1.0000
(Q=K=V)+,SUB,64,2,4,64,1,1.0000
(Q=K=V)+,SUB,64,2,4,128,0,1.0000
(Q=K=V)+,SUB,64,2,4,128,2,1.0000
(Q=K=V)+,SUB,64,4,2,16,1,1.0000
(Q=K=V)+,SUB,64,4,2,64,0,1.0000
(Q=K=V)+,SUB,64,4,2,64,2,1.0000
(Q=K=V)+,SUB,64,4,2,128,1,1.0000
(Q=K=V)+,SUB,64,4,4,16,0,1.0000
(Q=K=V)+,SUB,64,4,4,16,2,1.0000
(Q=K=V)+,SUB,64,4,4,64,1,1.0000
(Q=K=V)+,SUB,64,4,4,128,0,1.0000
(Q=K=V)+,SUB,64,4,4,128,2,1.0000
(Q=K=V)+,SUB,256,2,2,16,1,1.0000
(Q=K=V)+,SUB,256,2,2,64,0,1.0000
(Q=K=V)+,SUB,256,2,2,64,2,1.0000
(Q=K=V)+,SUB,256,2,2,128,1,1.0000
(Q=K=V)+,SUB,256,2,4,16,0,1.0000
(Q=K=V)+,SUB,256,2,4,16,2,1.0000
(Q=K=V)+,SUB,256,2,4,64,1,1.0000
(Q=K=V)+,SUB,256,2,4,128,0,1.0000
(Q=K=V)+,SUB,256,2,4,128,2,1.0000
(Q=K=V)+,SUB,256,4,2,16,1,1.0000
(Q=K=V)+,SUB,256,4,2,64,0,1.0000
(Q=K=V)+,SUB,256,4,2,64,2,1.0000
(Q=K=V)+,SUB,256,4,2,128,1,1.0000
(Q=K=V)+,SUB,256,4,4,16,0,1.0000
(Q=K=V)+,SUB,256,4,4,16,2,1.0000
(Q=K=V)+,SUB,256,4,4,64,1,1.0000
(Q=K=V)+,SUB,256,4,4,128,0,1.0000
(Q=K=V)+,SUB,256,4,4,128,2,1.0000
(Q=K=V)+,SWAP,32,2,2,16,1,0.1439
(Q=K=V)+,SWAP,32,2,2,64,0,0.1012
(Q=K=V)+,SWAP,32,2,2,64,2,0.1022
(Q=K=V)+,SWAP,32,2,2,128,1,0.0994
(Q=K=V)+,SWAP,32,2,4,16,0,0.1670
(Q=K=V)+,SWAP,32,2,4,16,2,0.1504
(Q=K=V)+,SWAP,32,2,4,64,1,0.1012
(Q=K=V)+,SWAP,32,2,4,128,0,0.0997
(Q=K=V)+,SWAP,32,2,4,128,2,0.1001
(Q=K=V)+,SWAP,32,4,2,16,1,0.1765
