task,variant,step,loss_mean
SUB,Q=K!=V,354,0.00225
SUB,Q=K!=V,355,0.00224
SUB,Q=K!=V,356,0.00224
SUB,Q=K!=V,357,0.00223
SUB,Q=K!=V,358,0.00222
SUB,Q=K!=V,359,0.00221
SUB,Q=K!=V,360,0.00221
SUB,Q=K!=V,361,0.00220
SUB,Q=K!=V,362,0.00220
SUB,Q=K!=V,363,0.00219
SUB,Q=K!=V,364,0.00218
SUB,Q=K!=V,365,0.00217
SUB,Q=K!=V,366,0.00217
SUB,Q=K!=V,367,0.00216
SUB,Q=K!=V,368,0.00216
SUB,Q=K!=V,369,0.00215
SUB,Q=K!=V,370,0.00214
SUB,Q=K!=V,371,0.00213
SUB,Q=K!=V,372,0.00212
SUB,Q=K!=V,373,0.00213
SUB,Q=K!=V,374,0.00212
SUB,Q=K!=V,375,0.00211
SUB,Q=K!=V,376,0.00210
SUB,Q=K!=V,377,0.00210
SUB,Q=K!=V,378,0.00209
SUB,Q=K!=V,379,0.00208
SUB,Q=K!=V,380,0.00208
SUB,Q=K!=V,381,0.00207
SUB,Q=K!=V,382,0.00207
SUB,Q=K!=V,383,0.00206
SUB,Q=K!=V,384,0.00206
SUB,Q=K!=V,385,0.00205
SUB,Q=K!=V,386,0.00205
SUB,Q=K!=V,387,0.00204
SUB,Q=K!=V,388,0.00203
SUB,Q=K!=V,389,0.00203
SUB,Q=K!=V,390,0.00203
SUB,Q=K!=V,391,0.00202
SUB,Q=K!=V,392,0.00201
SUB,Q=K!=V,393,0.00201
SUB,Q=K!=V,394,0.00200
SUB,Q=K!=V,395,0.00200
SUB,Q=K!=V,396,0.00199
SUB,Q=K!=V,397,0.00199
SUB,Q=K!=V,398,0.00198
SUB,Q=K!=V,399,0.00198
SUB,Q=K!=V,400,0.00197
SUB,Q=K!=V,401,0.00197
SUB,Q=K!=V,402,0.00196
SUB,Q=K!=V,403,0.00196
SUB,Q=K!=V,404,0.00195
SUB,Q=K!=V,405,0.00195
SUB,Q=K!=V,406,0.00194
SUB,Q=K!=V,407,0.00194
SUB,Q=K!=V,408,0.00194
SUB,Q=K!=V,409,0.00193
SUB,Q=K!=V,410,0.00192
SUB,Q=K!=V,411,0.00192
SUB,Q=K!=V,412,0.00191
SUB,Q=K!=V,413,0.00191
SUB,Q=K!=V,414,0.00191
SUB,Q=K!=V,415,0.00190
SUB,Q=K!=V,416,0.00189
SUB,Q=K!=V,417,0.00189
SUB,Q=K!=V,418,0.00189
SUB,Q=K!=V,419,0.00189
SUB,Q=K!=V,420,0.00188
SUB,Q=K!=V,421,0.00187
SUB,Q=K!=V,422,0.00187
SUB,Q=K!=V,423,0.00186
SUB,Q=K!=V,424,0.00186
SUB,Q=K!=V,425,0.00186
SUB,Q=K!=V,426,0.00185
SUB,Q=K!=V,427,0.00185
SUB,Q=K!=V,428,0.00184
SUB,Q=K!=V,429,0.00184
SUB,Q=K!=V,430,0.00184
SUB,Q=K!=V,431,0.00183
SUB,Q=K!=V,432,0.00183
SUB,Q=K!=V,433,0.00183
SUB,Q=K!=V,434,0.00182
SUB,Q=K!=V,435,0.00182
SUB,Q=K!=V,436,0.00181
SUB,Q=K!=V,437,0.00181
SUB,Q=K!=V,438,0.00181
SUB,Q=K!=V,439,0.00180
SUB,Q=K!=V,440,0.00180
SUB,Q=K!=V,441,0.00180
SUB,Q=K!=V,442,0.00179
SUB,Q=K!=V,443,0.00179
SUB,Q=K!=V,444,0.00179
SUB,Q=K!=V,445,0.00178
SUB,Q=K!=V,446,0.00177
SUB,Q=K!=V,447,0.00177
SUB,Q=K!=V,448,0.00177
SUB,Q=K!=V,449,0.00177
SUB,Q=K!=V,450,0.00176
SUB,Q=K!=V,451,0.00176
SUB,Q=K!=V,452,0.00175
SUB,Q=K!=V,453,0.00175
SUB,Q=K!=V,454,0.00175
SUB,Q=K!=V,455,0.00174
SUB,Q=K!=V,456,0.00174
SUB,Q=K!=V,457,0.00174
SUB,Q=K!=V,458,0.00173
SUB,Q=K!=V,459,0.00173
SUB,Q=K!=V,460,0.00173
SUB,Q=K!=V,461,0.00173
SUB,Q=K!=V,462,0.00172
SUB,Q=K!=V,463,0.00172
SUB,Q=K!=V,464,0.00172
SUB,Q=K!=V,465,0.00171
SUB,Q=K!=V,466,0.00171
SUB,Q=K!=V,467,0.00170
SUB,Q=K!=V,468,0.00170
SUB,Q=K!=V,469,0.00170
SUB,Q=K!=V,470,0.00170
SUB,Q=K!=V,471,0.00169
SUB,Q=K!=V,472,0.00169
SUB,Q=K!=V,473,0.00169
SUB,Q=K!=V,474,0.00169
SUB,Q=K!=V,475,0.00168
SUB,Q=K!=V,476,0.00168
SUB,Q=K!=V,477,0.00168
SUB,Q=K!=V,478,0.00168
SUB,Q=K!=V,479,0.00167
SUB,Q=K!=V,480,0.00167
SUB,Q=K!=V,481,0.00167
SUB,Q=K!=V,482,0.00166
SUB,Q=K!=V,483,0.00166
SUB,Q=K!=V,484,0.00166
SUB,Q=K!=V,485,0.00165
SUB,Q=K!=V,486,0.00165
SUB,Q=K!=V,487,0.00165
SUB,Q=K!=V,488,0.00165
SUB,Q=K!=V,489,0.00165
SUB,Q=K!=V,490,0.00164
SUB,Q=K!=V,491,0.00164
SUB,Q=K!=V,492,0.00164
SUB,Q=K!=V,493,0.00164
SUB,Q=K!=V,494,0.00163
SUB,Q=K!=V,495,0.00163
SUB,Q=K!=V,496,0.00163
SUB,Q=K!=V,497,0.00162
SUB,Q=K!=V,498,0.00162
SUB,Q=K!=V,499,0.00162
SUB,Q=K!=V,500,0.00162
SUB,Q=K!=V,501,0.00162
SUB,Q=K!=V,502,0.00161
SUB,Q=K!=V,503,0.00161
SUB,Q=K!=V,504,0.00161
SUB,Q=K!=V,505,0.00161
SUB,Q=K!=V,506,0.00160
SUB,Q=K!=V,507,0.00160
SUB,Q=K!=V,508,0.00160
SUB,Q=K!=V,509,0.00160
SUB,Q=K!=V,510,0.00160
SUB,Q=K!=V,511,0.00160
SUB,Q=K!=V,512,0.00159
SUB,Q=K!=V,513,0.00159
SUB,Q=K!=V,514,0.00159
SUB,Q=K!=V,515,0.00159
SUB,Q=K!=V,516,0.00158
SUB,Q=K!=V,517,0.00158
SUB,Q=K!=V,518,0.00158
SUB,Q=K!=V,519,0.00158
SUB,Q=K!=V,520,0.00157
SUB,Q=K!=V,521,0.00157
SUB,Q=K!=V,522,0.00157
SUB,Q=K!=V,523,0.00157
SUB,Q=K!=V,524,0.00157
SUB,Q=K!=V,525,0.00157
SUB,Q=K!=V,526,0.00156
SUB,Q=K!=V,527,0.00156
SUB,Q=K!=V,528,0.00156
SUB,Q=K!=V,529,0.00156
SUB,Q=K!=V,530,0.00156
SUB,Q=K!=V,531,0.00155
SUB,Q=K!=V,532,0.00155
SUB,Q=K!=V,533,0.00155
SUB,Q=K!=V,534,0.00155
SUB,Q=K!=V,535,0.00155
SUB,Q=K!=V,536,0.00154
SUB,Q=K!=V,537,0.00154
SUB,Q=K!=V,538,0.00154
SUB,Q=K!=V,539,0.00154
SUB,Q=K!=V,540,0.00154
SUB,Q=K!=V,541,0.00153
SUB,Q=K!=V,542,0.00153
SUB,Q=K!=V,543,0.00153
SUB,Q=K!=V,544,0.00153
SUB,Q=K!=V,545,0.00153
SUB,Q=K!=V,546,0.00153
SUB,Q=K!=V,547,0.00153
SUB,Q=K!=V,548,0.00153
SUB,Q=K!=V,549,0.00152
SUB,Q=K!=V,550,0.00152
SUB,Q=K!=V,551,0.00152
SUB,Q=K!=V,552,0.00153
SUB,Q=K!=V,553,0.00151
SUB,Q=K!=V,554,0.00151
SUB,Q=K!=V,555,0.00151
SUB,Q=K!=V,556,0.00151
SUB,Q=K!=V,557,0.00151
SUB,Q=K!=V,558,0.00151
SUB,Q=K!=V,559,0.00151
SUB,Q=K!=V,560,0.00150
SUB,Q=K!=V,561,0.00150
SUB,Q=K!=V,562,0.00150
SUB,Q=K!=V,563,0.00150
SUB,Q=K!=V,564,0.00150
SUB,Q=K!=V,565,0.00150
SUB,Q=K!=V,566,0.00150
SUB,Q=K!=V,567,0.00150
SUB,Q=K!=V,568,0.00149
SUB,Q=K!=V,569,0.00149
SUB,Q=K!=V,570,0.00149
SUB,Q=K!=V,571,0.00149
SUB,Q=K!=V,572,0.00149
SUB,Q=K!=V,573,0.00149
SUB,Q=K!=V,574,0.00148
SUB,Q=K!=V,575,0.00149
SUB,Q=K!=V,576,0.00148
SUB,Q=K!=V,577,0.00148
SUB,Q=K!=V,578,0.00148
SUB,Q=K!=V,579,0.00148
SUB,Q=K!=V,580,0.00148
SUB,Q=K!=V,581,0.00148
SUB,Q=K!=V,582,0.00147
SUB,Q=K!=V,583,0.00148
SUB,Q=K!=V,584,0.00147
SUB,Q=K!=V,585,0.00147
SUB,Q=K!=V,586,0.00147
SUB,Q=K!=V,587,0.00147
SUB,Q=K!=V,588,0.00147
SUB,Q=K!=V,589,0.00147
SUB,Q=K!=V,590,0.00147
SUB,Q=K!=V,591,0.00147
SUB,Q=K!=V,592,0.00147
SUB,Q=K!=V,593,0.00146
SUB,Q=K!=V,594,0.00146
SUB,Q=K!=V,595,0.00146
SUB,Q=K!=V,596,0.00146
SUB,Q=K!=V,597,0.00146
SUB,Q=K!=V,598,0.00146
SUB,Q=K!=V,599,0.00146
SUB,Q=K!=V,600,0.00146
SUB,Q=K!=V,601,0.00145
SUB,Q=K!=V,602,0.00146
SUB,Q=K!=V,603,0.00145
SUB,Q=K!=V,604,0.00145
SUB,Q=K!=V,605,0.00145
SUB,Q=K!=V,606,0.00145
SUB,Q=K!=V,607,0.00145
SUB,Q=K!=V,608,0.00145
SUB,Q=K!=V,609,0.00145
SUB,Q=K!=V,610,0.00145
SUB,Q=K!=V,611,0.00145
SUB,Q=K!=V,612,0.00144
SUB,Q=K!=V,613,0.00144
SUB,Q=K!=V,614,0.00144
SUB,Q=K!=V,615,0.00144
SUB,Q=K!=V,616,0.00144
SUB,Q=K!=V,617,0.00144
SUB,Q=K!=V,618,0.00144
SUB,Q=K!=V,619,0.00144
SUB,Q=K!=V,620,0.00144
SUB,Q=K!=V,621,0.00144
SUB,Q=K!=V,622,0.00144
SUB,Q=K!=V,623,0.00144
SUB,Q=K!=V,624,0.00143
SUB,Q=K!=V,625,0.00143
SUB,Q=K!=V,626,0.00143
SUB,Q=K!=V,627,0.00143
SUB,Q=K!=V,628,0.00143
SUB,Q=K!=V,629,0.00143
SUB,Q=K!=V,630,0.00143
SUB,Q=K!=V,631,0.00143
SUB,Q=K!=V,632,0.00143
SUB,Q=K!=V,633,0.00143
SUB,Q=K!=V,634,0.00143
SUB,Q=K!=V,635,0.00143
SUB,Q=K!=V,636,0.00143
SUB,Q=K!=V,637,0.00143
SUB,Q=K!=V,638,0.00143
SUB,Q=K!=V,639,0.00143
SUB,Q=K!=V,640,0.00142
SUB,Q=K!=V,641,0.00143
SUB,Q=K!=V,642,0.00142
SUB,Q=K!=V,643,0.00142
SUB,Q=K!=V,644,0.00142
SUB,Q=K!=V,645,0.00142
SUB,Q=K!=V,646,0.00142
SUB,Q=K!=V,647,0.00142
SUB,Q=K!=V,648,0.00142
SUB,Q=K!=V,649,0.00142
SUB,Q=K!=V,650,0.00142
SUB,Q=K!=V,651,0.00142
SUB,Q=K!=V,652,0.00142
SUB,Q=K!=V,653,0.00142
SUB,Q=K!=V,654,0.00142
SUB,Q=K!=V,655,0.00141
SUB,Q=K!=V,656,0.00142
SUB,Q=K!=V,657,0.00141
SUB,Q=K!=V,658,0.00141
SUB,Q=K!=V,659,0.00141
SUB,Q=K!=V,660,0.00141
SUB,Q=K!=V,661,0.00141
SUB,Q=K!=V,662,0.00141
SUB,Q=K!=V,663,0.00141
SUB,Q=K!=V,664,0.00141
SUB,Q=K!=V,665,0.00141
SUB,Q=K!=V,666,0.00141
SUB,Q=K!=V,667,0.00141
SUB,Q=K!=V,668,0.00141
SUB,Q=K!=V,669,0.00141
SUB,Q=K!=V,670,0.00141
SUB,Q=K!=V,671,0.00141
SUB,Q=K!=V,672,0.00141
SUB,Q=K!=V,673,0.00141
SUB,Q=K!=V,674,0.00141
SUB,Q=K!=V,675,0.00140
SUB,Q=K!=V,676,0.00141
SUB,Q=K!=V,677,0.00141
SUB,Q=K!=V,678,0.00140
SUB,Q=K!=V,679,0.00141
SUB,Q=K!=V,680,0.00140
SUB,Q=K!=V,681,0.00141
SUB,Q=K!=V,682,0.00140
SUB,Q=K!=V,683,0.00140
SUB,Q=K!=V,684,0.00140
SUB,Q=K!=V,685,0.00140
SUB,Q=K!=V,686,0.00140
SUB,Q=K!=V,687,0.00140
SUB,Q=K!=V,688,0.00140
SUB,Q=K!=V,689,0.00140
SUB,Q=K!=V,690,0.00140
SUB,Q=K!=V,691,0.00140
SUB,Q=K!=V,692,0.00140
SUB,Q=K!=V,693,0.00140
SUB,Q=K!=V,694,0.00140
SUB,Q=K!=V,695,0.00140
SUB,Q=K!=V,696,0.00140
SUB,Q=K!=V,697,0.00140
SUB,Q=K!=V,698,0.00140
SUB,Q=K!=V,699,0.00140
SUB,Q=K!=V,700,0.00140
SUB,Q=K!=V,701,0.00140
SUB,Q=K!=V,702,0.00140
SUB,Q=K!=V,703,0.00140
SUB,Q=K!=V,704,0.00140
SUB,Q=K!=V,705,0.00140
SUB,Q=K!=V,706,0.00140
SUB,Q=K!=V,707,0.00140
SUB,Q=K!=V,708,0.00140
SUB,Q=K!=V,709,0.00140
SUB,Q=K!=V,710,0.00140
SUB,Q=K!=V,711,0.00140
SUB,Q=K!=V,712,0.00139
SUB,Q=K!=V,713,0.00140
SUB,Q=K!=V,714,0.00140
SUB,Q=K!=V,715,0.00139
SUB,Q=K!=V,716,0.00139
SUB,Q=K!=V,717,0.00140
SUB,Q=K!=V,718,0.00140
SUB,Q=K!=V,719,0.00139
SUB,Q=K!=V,720,0.00140
SUB,Q=K!=V,721,0.00139
SUB,Q=K!=V,722,0.00139
SUB,Q=K!=V,723,0.00139
SUB,Q=K!=V,724,0.00140
SUB,Q=K!=V,725,0.00140
SUB,Q=K!=V,726,0.00140
SUB,Q=K!=V,727,0.00139
SUB,Q=K!=V,728,0.00139
SUB,Q=K!=V,729,0.00139
SUB,Q=K!=V,730,0.00139
SUB,Q=K!=V,731,0.00139
SUB,Q=K!=V,732,0.00139
SUB,Q=K!=V,733,0.00140
SUB,Q=K!=V,734,0.00139
SUB,Q=K!=V,735,0.00139
SUB,Q=K!=V,736,0.00139
SUB,Q=K!=V,737,0.00139
SUB,Q=K!=V,738,0.00139
SUB,Q=K!=V,739,0.00139
SUB,Q=K!=V,740,0.00139
SUB,Q=K!=V,741,0.00139
SUB,Q=K!=V,742,0.00139
SUB,Q=K!=V,743,0.00140
SUB,Q=K!=V,744,0.00139
SUB,Q=K!=V,745,0.00139
SUB,Q=K!=V,746,0.00139
SUB,Q=K!=V,747,0.00139
SUB,Q=K!=V,748,0.00139
SUB,Q=K!=V,749,0.00139
SUB,Q=K!=V,750,0.00139
SUB,Q=K!=V,751,0.00139
SUB,Q=K!=V,752,0.00139
SUB,Q=K!=V,753,0.00139
SUB,Q=K!=V,754,0.00139
SUB,Q=K!=V,755,0.00139
SUB,Q=K!=V,756,0.00139
SUB,Q=K!=V,757,0.00139
SUB,Q=K!=V,758,0.00139
SUB,Q=K!=V,759,0.00139
SUB,Q=K!=V,760,0.00139
SUB,Q=K!=V,761,0.00139
SUB,Q=K!=V,762,0.00139
SUB,Q=K!=V,763,0.00139
SUB,Q=K!=V,764,0.00139
SUB,Q=K!=V,765,0.00139
SUB,Q=K!=V,766,0.00139
SUB,Q=K!=V,767,0.00139
SUB,Q=K!=V,768,0.00139
SUB,Q=K!=V,769,0.00139
SUB,Q=K!=V,770,0.00139
SUB,Q=K!=V,771,0.00139
SUB,Q=K!=V,772,0.00139
SUB,Q=K!=V,773,0.00139
SUB,Q=K!=V,774,0.00139
SUB,Q=K!=V,775,0.00139
SUB,Q=K!=V,776,0.00139
SUB,Q=K!=V,777,0.00139
SUB,Q=K!=V,778,0.00139
SUB,Q=K!=V,779,0.00139
SUB,Q=K!=V,780,0.00139
SUB,Q=K!=V,781,0.00139
SUB,Q=K!=V,782,0.00139
SUB,Q=K!=V,783,0.00139
SUB,Q=K!=V,784,0.00139
SUB,Q=K!=V,785,0.00139
SUB,Q=K!=V,786,0.00139
SUB,Q=K!=V,787,0.00139
SUB,Q=K!=V,788,0.00139
SUB,Q=K!=V,789,0.00139
SUB,(Q=K!=V)+,0,2.44129
SUB,(Q=K!=V)+,1,2.43844
SUB,(Q=K!=V)+,2,2.43962
SUB,(Q=K!=V)+,3,2.42561
SUB,(Q=K!=V)+,4,2.42046
SUB,(Q=K!=V)+,5,2.41663
SUB,(Q=K!=V)+,6,2.40677
SUB,(Q=K!=V)+,7,2.39203
SUB,(Q=K!=V)+,8,2.37823
SUB,(Q=K!=V)+,9,2.36882
SUB,(Q=K!=V)+,10,2.35786
SUB,(Q=K!=V)+,11,2.33023
SUB,(Q=K!=V)+,12,2.31899
SUB,(Q=K!=V)+,13,2.30221
SUB,(Q=K!=V)+,14,2.28215
SUB,(Q=K!=V)+,15,2.26134
SUB,(Q=K!=V)+,16,2.24344
SUB,(Q=K!=V)+,17,2.21952
SUB,(Q=K!=V)+,18,2.20220
SUB,(Q=K!=V)+,19,2.17734
SUB,(Q=K!=V)+,20,2.15157
SUB,(Q=K!=V)+,21,2.12328
SUB,(Q=K!=V)+,22,2.09899
SUB,(Q=K!=V)+,23,2.06666
SUB,(Q=K!=V)+,24,2.04167
SUB,(Q=K!=V)+,25,2.00828
SUB,(Q=K!=V)+,26,1.97607
SUB,(Q=K!=V)+,27,1.93584
SUB,(Q=K!=V)+,28,1.89965
SUB,(Q=K!=V)+,29,1.85760
SUB,(Q=K!=V)+,30,1.81761
SUB,(Q=K!=V)+,31,1.77015
SUB,(Q=K!=V)+,32,1.71932
SUB,(Q=K!=V)+,33,1.67109
SUB,(Q=K!=V)+,34,1.61705
SUB,(Q=K!=V)+,35,1.55820
SUB,(Q=K!=V)+,36,1.49546
SUB,(Q=K!=V)+,37,1.42429
SUB,(Q=K!=V)+,38,1.35469
SUB,(Q=K!=V)+,39,1.28770
SUB,(Q=K!=V)+,40,1.20264
SUB,(Q=K!=V)+,41,1.13519
SUB,(Q=K!=V)+,42,1.05377
SUB,(Q=K!=V)+,43,0.97689
SUB,(Q=K!=V)+,44,0.90071
SUB,(Q=K!=V)+,45,0.82457
SUB,(Q=K!=V)+,46,0.75638
SUB,(Q=K!=V)+,47,0.68834
SUB,(Q=K!=V)+,48,0.62379
SUB,(Q=K!=V)+,49,0.55940
SUB,(Q=K!=V)+,50,0.50189
SUB,(Q=K!=V)+,51,0.44898
SUB,(Q=K!=V)+,52,0.39653
SUB,(Q=K!=V)+,53,0.35873
SUB,(Q=K!=V)+,54,0.31560
SUB,(Q=K!=V)+,55,0.27488
SUB,(Q=K!=V)+,56,0.24537
SUB,(Q=K!=V)+,57,0.21617
SUB,(Q=K!=V)+,58,0.19108
SUB,(Q=K!=V)+,59,0.17045
SUB,(Q=K!=V)+,60,0.15058
SUB,(Q=K!=V)+,61,0.13339
SUB,(Q=K!=V)+,62,0.11935
SUB,(Q=K!=V)+,63,0.10679
SUB,(Q=K!=V)+,64,0.09543
SUB,(Q=K!=V)+,65,0.08506
SUB,(Q=K!=V)+,66,0.07672
SUB,(Q=K!=V)+,67,0.06999
SUB,(Q=K!=V)+,68,0.06376
SUB,(Q=K!=V)+,69,0.05809
SUB,(Q=K!=V)+,70,0.05342
SUB,(Q=K!=V)+,71,0.04951
SUB,(Q=K!=V)+,72,0.04612
SUB,(Q=K!=V)+,73,0.04261
SUB,(Q=K!=V)+,74,0.03974
SUB,(Q=K!=V)+,75,0.03706
SUB,(Q=K!=V)+,76,0.03499
SUB,(Q=K!=V)+,77,0.03267
SUB,(Q=K!=V)+,78,0.03109
SUB,(Q=K!=V)+,79,0.02921
SUB,(Q=K!=V)+,80,0.02770
SUB,(Q=K!=V)+,81,0.02631
SUB,(Q=K!=V)+,82,0.02502
SUB,(Q=K!=V)+,83,0.02378
SUB,(Q=K!=V)+,84,0.02274
SUB,(Q=K!=V)+,85,0.02181
SUB,(Q=K!=V)+,86,0.02079
SUB,(Q=K!=V)+,87,0.02003
SUB,(Q=K!=V)+,88,0.01919
SUB,(Q=K!=V)+,89,0.01852
SUB,(Q=K!=V)+,90,0.01790
SUB,(Q=K!=V)+,91,0.01728
SUB,(Q=K!=V)+,92,0.01670
SUB,(Q=K!=V)+,93,0.01614
SUB,(Q=K!=V)+,94,0.01568
SUB,(Q=K!=V)+,95,0.01526
SUB,(Q=K!=V)+,96,0.01480
SUB,(Q=K!=V)+,97,0.01436
SUB,(Q=K!=V)+,98,0.01408
SUB,(Q=K!=V)+,99,0.01368
SUB,(Q=K!=V)+,100,0.01332
SUB,(Q=K!=V)+,101,0.01303
SUB,(Q=K!=V)+,102,0.01274
SUB,(Q=K!=V)+,103,0.01244
SUB,(Q=K!=V)+,104,0.01216
SUB,(Q=K!=V)+,105,0.01193
SUB,(Q=K!=V)+,106,0.01170
SUB,(Q=K!=V)+,107,0.01143
SUB,(Q=K!=V)+,108,0.01124
SUB,(Q=K!=V)+,109,0.01101
SUB,(Q=K!=V)+,110,0.01084
SUB,(Q=K!=V)+,111,0.01063
SUB,(Q=K!=V)+,112,0.01045
SUB,(Q=K!=V)+,113,0.01028
SUB,(Q=K!=V)+,114,0.01012
SUB,(Q=K!=V)+,115,0.00996
SUB,(Q=K!=V)+,116,0.00982
SUB,(Q=K!=V)+,117,0.00963
SUB,(Q=K!=V)+,118,0.00950
SUB,(Q=K!=V)+,119,0.00934
SUB,(Q=K!=V)+,120,0.00922
SUB,(Q=K!=V)+,121,0.00909
SUB,(Q=K!=V)+,122,0.00895
SUB,(Q=K!=V)+,123,0.00886
SUB,(Q=K!=V)+,124,0.00872
SUB,(Q=K!=V)+,125,0.00862
SUB,(Q=K!=V)+,126,0.00851
SUB,(Q=K!=V)+,127,0.00836
SUB,(Q=K!=V)+,128,0.00825
SUB,(Q=K!=V)+,129,0.00816
SUB,(Q=K!=V)+,130,0.00809
SUB,(Q=K!=V)+,131,0.00799
SUB,(Q=K!=V)+,132,0.00788
SUB,(Q=K!=V)+,133,0.00777
SUB,(Q=K!=V)+,134,0.00769
SUB,(Q=K!=V)+,135,0.00759
SUB,(Q=K!=V)+,136,0.00752
SUB,(Q=K!=V)+,137,0.00742
SUB,(Q=K!=V)+,138,0.00735
SUB,(Q=K!=V)+,139,0.00725
SUB,(Q=K!=V)+,140,0.00720
SUB,(Q=K!=V)+,141,0.00710
SUB,(Q=K!=V)+,142,0.00702
SUB,(Q=K!=V)+,143,0.00695
SUB,(Q=K!=V)+,144,0.00689
SUB,(Q=K!=V)+,145,0.00681
SUB,(Q=K!=V)+,146,0.00676
SUB,(Q=K!=V)+,147,0.00668
SUB,(Q=K!=V)+,148,0.00661
SUB,(Q=K!=V)+,149,0.00653
SUB,(Q=K!=V)+,150,0.00648
SUB,(Q=K!=V)+,151,0.00643
SUB,(Q=K!=V)+,152,0.00636
SUB,(Q=K!=V)+,153,0.00629
SUB,(Q=K!=V)+,154,0.00622
SUB,(Q=K!=V)+,155,0.00618
SUB,(Q=K!=V)+,156,0.00612
SUB,(Q=K!=V)+,157,0.00603
SUB,(Q=K!=V)+,158,0.00599
SUB,(Q=K!=V)+,159,0.00596
SUB,(Q=K!=V)+,160,0.00590
SUB,(Q=K!=V)+,161,0.00585
SUB,(Q=K!=V)+,162,0.00580
SUB,(Q=K!=V)+,163,0.00574
SUB,(Q=K!=V)+,164,0.00569
SUB,(Q=K!=V)+,165,0.00565
SUB,(Q=K!=V)+,166,0.00559
SUB,(Q=K!=V)+,167,0.00554
SUB,(Q=K!=V)+,168,0.00550
SUB,(Q=K!=V)+,169,0.00544
SUB,(Q=K!=V)+,170,0.00540
SUB,(Q=K!=V)+,171,0.00535
SUB,(Q=K!=V)+,172,0.00533
SUB,(Q=K!=V)+,173,0.00528
SUB,(Q=K!=V)+,174,0.00524
SUB,(Q=K!=V)+,175,0.00520
SUB,(Q=K!=V)+,176,0.00515
SUB,(Q=K!=V)+,177,0.00511
SUB,(Q=K!=V)+,178,0.00506
SUB,(Q=K!=V)+,179,0.00502
SUB,(Q=K!=V)+,180,0.00499
SUB,(Q=K!=V)+,181,0.00494
SUB,(Q=K!=V)+,182,0.00491
SUB,(Q=K!=V)+,183,0.00487
SUB,(Q=K!=V)+,184,0.00484
SUB,(Q=K!=V)+,185,0.00480
SUB,(Q=K!=V)+,186,0.00475
SUB,(Q=K!=V)+,187,0.00473
SUB,(Q=K!=V)+,188,0.00469
SUB,(Q=K!=V)+,189,0.00465
SUB,(Q=K!=V)+,190,0.00462
SUB,(Q=K!=V)+,191,0.00459
SUB,(Q=K!=V)+,192,0.00456
SUB,(Q=K!=V)+,193,0.00452
SUB,(Q=K!=V)+,194,0.00450
SUB,(Q=K!=V)+,195,0.00446
SUB,(Q=K!=V)+,196,0.00443
SUB,(Q=K!=V)+,197,0.00440
SUB,(Q=K!=V)+,198,0.00438
SUB,(Q=K!=V)+,199,0.00434
SUB,(Q=K!=V)+,200,0.00432
SUB,(Q=K!=V)+,201,0.00427
SUB,(Q=K!=V)+,202,0.00426
SUB,(Q=K!=V)+,203,0.00423
SUB,(Q=K!=V)+,204,0.00420
SUB,(Q=K!=V)+,205,0.00417
SUB,(Q=K!=V)+,206,0.00414
SUB,(Q=K!=V)+,207,0.00410
SUB,(Q=K!=V)+,208,0.00408
SUB,(Q=K!=V)+,209,0.00405
SUB,(Q=K!=V)+,210,0.00403
SUB,(Q=K!=V)+,211,0.00400
SUB,(Q=K!=V)+,212,0.00399
SUB,(Q=K!=V)+,213,0.00395
SUB,(Q=K!=V)+,214,0.00393
SUB,(Q=K!=V)+,215,0.00391
SUB,(Q=K!=V)+,216,0.00389
SUB,(Q=K!=V)+,217,0.00386
SUB,(Q=K!=V)+,218,0.00384
SUB,(Q=K!=V)+,219,0.00381
SUB,(Q=K!=V)+,220,0.00378
SUB,(Q=K!=V)+,221,0.00376
SUB,(Q=K!=V)+,222,0.00375
SUB,(Q=K!=V)+,223,0.00372
SUB,(Q=K!=V)+,224,0.00370
SUB,(Q=K!=V)+,225,0.00368
SUB,(Q=K!=V)+,226,0.00366
SUB,(Q=K!=V)+,227,0.00364
SUB,(Q=K!=V)+,228,0.00361
SUB,(Q=K!=V)+,229,0.00360
SUB,(Q=K!=V)+,230,0.00357
SUB,(Q=K!=V)+,231,0.00355
SUB,(Q=K!=V)+,232,0.00353
SUB,(Q=K!=V)+,233,0.00351
SUB,(Q=K!=V)+,234,0.00349
SUB,(Q=K!=V)+,235,0.00347
SUB,(Q=K!=V)+,236,0.00344
SUB,(Q=K!=V)+,237,0.00343
SUB,(Q=K!=V)+,238,0.00341
SUB,(Q=K!=V)+,239,0.00340
SUB,(Q=K!=V)+,240,0.00338
SUB,(Q=K!=V)+,241,0.00336
SUB,(Q=K!=V)+,242,0.00334
SUB,(Q=K!=V)+,243,0.00332
SUB,(Q=K!=V)+,244,0.00330
SUB,(Q=K!=V)+,245,0.00329
SUB,(Q=K!=V)+,246,0.00327
SUB,(Q=K!=V)+,247,0.00326
SUB,(Q=K!=V)+,248,0.00323
SUB,(Q=K!=V)+,249,0.00322
SUB,(Q=K!=V)+,250,0.00320
SUB,(Q=K!=V)+,251,0.00319
SUB,(Q=K!=V)+,252,0.00317
SUB,(Q=K!=V)+,253,0.00316
SUB,(Q=K!=V)+,254,0.00314
SUB,(Q=K!=V)+,255,0.00312
SUB,(Q=K!=V)+,256,0.00311
SUB,(Q=K!=V)+,257,0.00309
SUB,(Q=K!=V)+,258,0.00308
